"Entrez id",SysID,"Chromosome location","Gene type","Gene symbol","Gene group","Gene description","Gene synonyms","Omim id","Ensembl id","Hprd id","Hgnc id",hPSD
55690,SysID_0502,11q13.1-q13.2,protein-coding,PACS1,"ID data freeze 650","phosphofurin acidic cluster sorting protein 1",MRD17,607492,ENSG00000175115,06320,30032,1
5048,SysID_0254,17p13.3,protein-coding,PAFAH1B1,"ID data freeze 388","platelet-activating factor acetylhydrolase 1b, regulatory subunit 1 (45kDa)","LIS1, LIS2, MDCR, MDS, PAFAH",601545,ENSG00000007168,03329,8574,0
5063,SysID_0255,Xq23,protein-coding,PAK3,"ID data freeze 388","p21 protein (Cdc42/Rac)-activated kinase 3","MRX30, MRX47, OPHN3, PAK-3, PAK3beta, bPAK, beta-PAK",300142,ENSG00000077264,02142,8592,0
80025,SysID_0256,20p13,protein-coding,PANK2,"ID data freeze 388","pantothenate kinase 2","C20orf48, HARP, HSS, NBIA1, PKAN",606157,ENSG00000125779,05857,15894,0
5080,SysID_0257,11p13,protein-coding,PAX6,"ID data freeze 388","paired box 6","AN, AN2, D11S812E, FVH1, MGDA, WAGR",607108,ENSG00000007372,06167,8620,0
5091,SysID_0258,11q13.4-q13.5,protein-coding,PC,"ID data freeze 388","pyruvate carboxylase",PCB,608786,ENSG00000173599,02032,8636,1
57526,SysID_0403,Xq22.1,protein-coding,PCDH19,"ID data freeze 650, Autism candidate genes","protocadherin 19","EFMR, EIEE9",300460,ENSG00000165194,11843,14270,0
5116,SysID_0259,21q22.3,protein-coding,PCNT,"ID data freeze 388",pericentrin,"KEN, MOPD2, PCN, PCNT2, PCNTB, PCTN2, SCKL4",605925,ENSG00000160299,05804,16068,0
5160,SysID_0260,Xp22.1,protein-coding,PDHA1,"ID data freeze 388","pyruvate dehydrogenase (lipoamide) alpha 1","PDHA, PDHAD, PDHCE1A, PHE1A",300502,ENSG00000131828,02420,8806,1
23590,SysID_0261,10p12.1,protein-coding,PDSS1,"ID data freeze 388","prenyl (decaprenyl) diphosphate synthase, subunit 1","COQ1, COQ10D2, DPS, SPS, TPRT, TPT, TPT 1, hDPS1",607429,ENSG00000148459,09591,17759,0
57107,SysID_0262,6q21,protein-coding,PDSS2,"ID data freeze 388","prenyl (decaprenyl) diphosphate synthase, subunit 2","C6orf210, COQ10D3, DLP1, bA59I9.3, hDLP1",610564,ENSG00000164494,12879,23041,0
5184,SysID_0263,19q13.11,protein-coding,PEPD,"ID data freeze 388","peptidase D",PROLIDASE,613230,ENSG00000124299,01358,8840,0
5189,SysID_0264,7q21.2,protein-coding,PEX1,"ID data freeze 388","peroxisomal biogenesis factor 1","PBD1A, PBD1B, ZWS, ZWS1",602136,ENSG00000127980,03682,8850,0
5192,SysID_0265,1p36.32,protein-coding,PEX10,"ID data freeze 388","peroxisomal biogenesis factor 10","NALD, PBD6A, PBD6B, RNF69",602859,ENSG00000157911,04175,8851,0
5193,SysID_0266,17q12,protein-coding,PEX12,"ID data freeze 388","peroxisomal biogenesis factor 12","PAF-3, PBD3A",601758,ENSG00000108733,03455,8854,0
5194,SysID_0267,2p16.1,protein-coding,PEX13,"ID data freeze 388","peroxisomal biogenesis factor 13","NALD, PBD11A, PBD11B, ZWS",601789,ENSG00000162928,03475,8855,0
55670,SysID_0268,22q11.21,protein-coding,PEX26,"ID data freeze 388","peroxisomal biogenesis factor 26","PBD7A, PBD7B, PEX26M1T, Pex26pM1T",608666,ENSG00000215193,10559,22965,0
5830,SysID_0269,12p13.31,protein-coding,PEX5,"ID data freeze 388","peroxisomal biogenesis factor 5","PBD2A, PBD2B, PTS1-BP, PTS1R, PXR1",600414,ENSG00000139197,02684,9719,0
5190,SysID_0270,6p21.1,protein-coding,PEX6,"ID data freeze 388","peroxisomal biogenesis factor 6","PAF-2, PAF2, PBD4A, PDB4B, PXAAA1",601498,ENSG00000124587,03293,8859,0
5191,SysID_0271,6q23.3,protein-coding,PEX7,"ID data freeze 388","peroxisomal biogenesis factor 7","PBD9B, PTS2R, RCDP1, RD",601757,ENSG00000112357,03454,8860,0
5230,SysID_0272,Xq13.3,protein-coding,PGK1,"ID data freeze 388","phosphoglycerate kinase 1","HEL-S-68p, MIG10, PGKA",311800,ENSG00000102144,02412,8896,1
84295,SysID_0273,Xq26.3,protein-coding,PHF6,"ID data freeze 388","PHD finger protein 6","BFLS, BORJ, CENP-31",300414,ENSG00000156531,02330,18145,0
23133,SysID_0274,Xp11.22,protein-coding,PHF8,"ID data freeze 388","PHD finger protein 8","JHDM1F, MRXSSD, ZNF422",300560,ENSG00000172943,06599,20672,0
26227,SysID_0275,1p12,protein-coding,PHGDH,"ID data freeze 388","phosphoglycerate dehydrogenase","3-PGDH, 3PGDH, HEL-S-113, NLS, NLS1, PDG, PGAD, PGD, PGDH, PHGDHD, SERA",606879,ENSG00000092621,06047,8923,1
23556,SysID_0438,18q21.33,protein-coding,PIGN,"ID data freeze 650","phosphatidylinositol glycan anchor biosynthesis, class N","MCAHS, MCAHS1, MCD4, MDC4, PIG-N",606097,ENSG00000197563,12085,8967,0
84720,SysID_0504,9p13.3,protein-coding,PIGO,"ID data freeze 650","phosphatidylinositol glycan anchor biosynthesis, class O",HPMRS2,614730,ENSG00000165282,15134,23215,0
55650,SysID_0276,1p36.11,protein-coding,PIGV,"ID data freeze 388","phosphatidylinositol glycan anchor biosynthesis, class V","GPI-MT-II, HPMRS1, PIG-V",610274,ENSG00000060642,07912,26031,0
5290,SysID_0505,3q26.3,protein-coding,PIK3CA,"ID data freeze 650","phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha","CLOVE, CWS5, MCAP, MCM, MCMTC, PI3K, p110-alpha",171834,ENSG00000121879,01382,8975,0
5296,SysID_0506,19q13.2-q13.4,protein-coding,PIK3R2,"ID data freeze 650","phosphoinositide-3-kinase, regulatory subunit 2 (beta)","MPPH, MPPH1, P85B, p85, p85-BETA",603157,ENSG00000105647,04404,8980,0
5354,SysID_0277,Xq22,protein-coding,PLP1,"ID data freeze 388","proteolipid protein 1","GPM6C, HLD1, MMPL, PLP, PLP/DM20, PMD, SPG2",300401,ENSG00000123560,02321,9086,1
5373,SysID_0278,16p13,protein-coding,PMM2,"ID data freeze 388","phosphomannomutase 2","CDG1, CDG1a, CDGS, PMI, PMI1, PMM 2",601785,ENSG00000140650,03472,9115,0
4860,SysID_0279,14q13.1,protein-coding,PNP,"ID data freeze 388","purine nucleoside phosphorylase","NP, PRO1837, PUNP",164050,ENSG00000198805,01247,7892,0
87178,SysID_0507,2p15,protein-coding,PNPT1,"ID data freeze 650","polyribonucleotide nucleotidyltransferase 1","COXPD13, DFNB70, OLD35, PNPASE, old-35",610316,ENSG00000138035,18493,23166,0
25886,SysID_0508,3p21.2,protein-coding,POC1A,"ID data freeze 650","POC1 centriolar protein A","PIX2, SOFT, WDR51A",614783,ENSG00000164087,08523,24488,0
11128,SysID_0428,10q22.3,protein-coding,POLR3A,"ID data freeze 650","polymerase (RNA) III (DNA directed) polypeptide A, 155kDa","ADDH, HLD7, RPC1, RPC155, hRPC155",614258,ENSG00000148606,17879,30074,0
55703,SysID_0460,12q23.3,protein-coding,POLR3B,"ID data freeze 650","polymerase (RNA) III (DNA directed) polypeptide B","C128, HLD8, INMAP, RPC2",614366,ENSG00000013503,11447,30348,0
55624,SysID_0280,1p34.1,protein-coding,POMGNT1,"ID data freeze 388","protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-)","GNTI.2, GnT I.2, LGMD2O, MEB, MGAT1.2, gnT-I.2",606822,ENSG00000085998,09493,19139,0
10585,SysID_0281,9q34.1,protein-coding,POMT1,"ID data freeze 388","protein-O-mannosyltransferase 1","LGMD2K, MDDGA1, MDDGB1, MDDGC1, RT",607423,ENSG00000130714,06305,9202,0
29954,SysID_0282,14q24,protein-coding,POMT2,"ID data freeze 388","protein-O-mannosyltransferase 2","LGMD2N, MDDGA2, MDDGB2, MDDGC2",607439,ENSG00000009830,09592,19743,0
64840,SysID_0283,Xp11.23,protein-coding,PORCN,"ID data freeze 388","porcupine homolog (Drosophila)","DHOF, FODH, MG61, PORC, PPN",300651,ENSG00000102312,06680,17652,0
10084,SysID_0285,Xp11.23,protein-coding,PQBP1,"ID data freeze 388","polyglutamine binding protein 1","MRX2, MRX55, MRXS3, MRXS8, NPW38, RENS1, SHS",300463,ENSG00000102103,02354,9330,0
5625,SysID_0405,22q11.21,protein-coding,PRODH,"ID data freeze 650","proline dehydrogenase (oxidase) 1","HSPOX2, PIG6, POX, PRODH1, PRODH2, TP53I6",606810,ENSG00000100033,08433,9453,1
5631,SysID_0286,Xq22.3,protein-coding,PRPS1,"ID data freeze 388","phosphoribosyl pyrophosphate synthetase 1","ARTS, CMTX5, DFN2, DFNX1, PPRibP, PRS-I, PRSI",311850,ENSG00000147224,02413,9462,1
8492,SysID_0287,4q28.1,protein-coding,PRSS12,"ID data freeze 388","protease, serine, 12 (neurotrypsin, motopsin)","BSSP-3, BSSP3, MRT1",606709,ENSG00000164099,05989,9477,0
5728,SysID_0289,10q23.3,protein-coding,PTEN,"ID data freeze 388, Autism candidate genes","phosphatase and tensin homolog","10q23del, BZS, CWS1, DEC, GLM2, MHAM, MMAC1, PTEN1, TEP1",601728,ENSG00000171862,03431,9588,0
5727,SysID_0288,9q22.3,protein-coding,PTCH1,"ID data freeze 388","patched 1","BCNS, HPE7, NBCCS, PTC, PTC1, PTCH, PTCH11",601309,ENSG00000185920,03200,9585,0
139411,SysID_0425,Xp22.11,protein-coding,PTCHD1,"ID data freeze 650, Autism candidate genes","patched domain containing 1",-,300828,ENSG00000165186,06548,26392,0
5781,SysID_0290,12q24,protein-coding,PTPN11,"ID data freeze 388","protein tyrosine phosphatase, non-receptor type 11","BPTP3, CFC, NS1, PTP-1D, PTP2C, SH-PTP2, SH-PTP3, SHP2",176876,ENSG00000179295,01470,9644,1
80324,SysID_0291,12q24.33,protein-coding,PUS1,"ID data freeze 388","pseudouridylate synthase 1",MLASA1,608109,ENSG00000177192,10481,15508,0
5818,SysID_0292,11q23.3,protein-coding,PVRL1,"ID data freeze 388","poliovirus receptor-related 1 (herpesvirus entry mediator C)","CD111, CLPED1, ED4, HIgR, HV1S, HVEC, OFC7, PRR, PRR1, PVRR, PVRR1, SK-12, nectin-1",600644,ENSG00000110400,07200,9706,0
5831,SysID_0293,17q25.3,protein-coding,PYCR1,"ID data freeze 388","pyrroline-5-carboxylate reductase 1","ARCL2B, ARCL3B, P5C, P5CR, PIG45, PP222, PRO3, PYCR",179035,ENSG00000183010,01528,9721,0
22931,SysID_0413,10p12.1,protein-coding,RAB18,"ID data freeze 650","RAB18, member RAS oncogene family","RAB18LI1, WARBM3",602207,ENSG00000099246,03731,14244,1
5873,SysID_0294,15q15-q21.1,protein-coding,RAB27A,"ID data freeze 388","RAB27A, member RAS oncogene family","GS2, HsT18676, RAB27, RAM",603868,ENSG00000069974,04845,9766,0
116442,SysID_0295,Xq28,protein-coding,RAB39B,"ID data freeze 388","RAB39B, member RAS oncogene family","MRX72, WSMN",300774,ENSG00000155961,06703,16499,0
22930,SysID_0296,2q21.3,protein-coding,RAB3GAP1,"ID data freeze 388","RAB3 GTPase activating protein subunit 1 (catalytic)","P130, RAB3GAP, RAB3GAP130, WARBM1",602536,ENSG00000115839,16002,17063,1
25782,SysID_0297,1q41,protein-coding,RAB3GAP2,"ID data freeze 388","RAB3 GTPase activating protein subunit 2 (non-catalytic)","RAB3-GAP150, RAB3GAP150, SPG69, WARBM2, p150",609275,ENSG00000118873,11471,17168,1
5885,SysID_0510,8q24,protein-coding,RAD21,"ID data freeze 650","RAD21 homolog (S. pombe)","CDLS4, HR21, HRAD21, MCD1, NXP1, SCC1, hHR21",606462,ENSG00000164754,05924,9811,0
5894,SysID_0298,3p25,protein-coding,RAF1,"ID data freeze 388","Raf-1 proto-oncogene, serine/threonine kinase","CMD1NN, CRAF, NS5, Raf-1, c-Raf",164760,ENSG00000132155,01265,9829,0
10743,SysID_0299,17p11.2,protein-coding,RAI1,"ID data freeze 388, Autism candidate genes","retinoic acid induced 1","SMCR, SMS",607642,ENSG00000108557,07406,9834,0
55131,SysID_0300,7q32.1,protein-coding,RBM28,"ID data freeze 388","RNA binding motif protein 28",ANES,612074,ENSG00000106344,07668,21863,0
5649,SysID_0301,7q22,protein-coding,RELN,"ID data freeze 388, Autism candidate genes",reelin,"LIS2, PRO1598, RL",600514,ENSG00000189056,02742,9957,0
91869,SysID_0302,3p21.1,protein-coding,RFT1,"ID data freeze 388","RFT1 homolog (S. cerevisiae)",CDG1N,611908,ENSG00000163933,15239,30220,0
55005,SysID_0511,6q25.1,protein-coding,RMND1,"ID data freeze 650","required for meiotic nuclear division 1 homolog (S. cerevisiae)","C6orf96, COXPD11, RMD1, bA351K16, bA351K16.3",614917,ENSG00000155906,09858,21176,0
6023,SysID_0303,9p13.3,ncRNA,RMRP,"ID data freeze 388","RNA component of mitochondrial RNA processing endoribonuclease","CHH, NME1, RMRPR, RRP2",157660,ENSG00000277027,,10031,0
10535,SysID_0304,19p13.2,protein-coding,RNASEH2A,"ID data freeze 388","ribonuclease H2, subunit A","AGS4, JUNB, RNASEHI, RNHIA, RNHL",606034,ENSG00000104889,06914,18518,0
79621,SysID_0305,13q14.3,protein-coding,RNASEH2B,"ID data freeze 388","ribonuclease H2, subunit B","AGS2, DLEU8",610326,ENSG00000136104,,25671,0
84153,SysID_0306,11q13.1,protein-coding,RNASEH2C,"ID data freeze 388","ribonuclease H2, subunit C","AGS3, AYP1",610330,ENSG00000172922,16531,24116,0
79641,SysID_0512,16p13.3,protein-coding,ROGDI,"ID data freeze 650","rogdi homolog (Drosophila)",KTZS,614574,ENSG00000067836,13388,29478,1
23322,SysID_0307,16q12.2,protein-coding,RPGRIP1L,"ID data freeze 388",RPGRIP1-like,"CORS3, FTM, JBTS7, MKS5, NPHP8, PPP1R134",610937,ENSG00000103494,17204,29168,0
6134,SysID_0308,Xq28,protein-coding,RPL10,"ID data freeze 388","ribosomal protein L10","AUTSX5, DXS648, DXS648E, L10, NOV, QM",312173,ENSG00000147403,02421,10298,0
6197,SysID_0309,Xp22.2-p22.1,protein-coding,RPS6KA3,"ID data freeze 388","ribosomal protein S6 kinase, 90kDa, polypeptide 3","CLS, HU-3, ISPK-1, MAPKAPK1B, MRX19, RSK, RSK2, S6K-alpha3, p90-RSK2, pp90RSK2",300075,ENSG00000177189,02092,10432,0
6299,SysID_0310,16q12.1,protein-coding,SALL1,"ID data freeze 388","spalt-like transcription factor 1","HEL-S-89, HSAL1, Sal-1, TBS, ZNF794",602218,ENSG00000103449,03742,10524,0
23314,SysID_0311,2q33,protein-coding,SATB2,"ID data freeze 388","SATB homeobox 2",GLSS,608148,ENSG00000119042,12178,21637,0
6309,SysID_0312,11q23.3,protein-coding,SC5D,"ID data freeze 388",sterol-C5-desaturase,"ERG3, S5DES, SC5DL",602286,ENSG00000109929,09078,10547,0
6323,SysID_0406,2q24.3,protein-coding,SCN1A,"ID data freeze 650, Autism candidate genes","sodium channel, voltage gated, type I alpha subunit","EIEE6, FEB3, FEB3A, FHM3, GEFSP2, HBSCI, NAC1, Nav1.1, SCN1, SMEI",182389,ENSG00000144285,01669,10585,0
6326,SysID_0407,2q24.3,protein-coding,SCN2A,"ID data freeze 650, Autism candidate genes","sodium channel, voltage gated, type II alpha subunit","BFIC3, BFIS3, BFNIS, EIEE11, HBA, HBSCI, HBSCII, NAC2, Na(v)1.2, Nav1.2, SCN2A1, SCN2A2",182390,ENSG00000136531,03133,10588,0
6334,SysID_0513,12q13,protein-coding,SCN8A,"ID data freeze 650","sodium channel, voltage gated, type VIII alpha subunit","CERIII, CIAT, EIEE13, MED, NaCh6, Nav1.6, PN4",600702,ENSG00000196876,09006,10596,0
9997,SysID_0313,22q13.33,protein-coding,SCO2,"ID data freeze 388","SCO2 cytochrome c oxidase assembly protein","CEMCOX1, MYP6, SCO1L",604272,ENSG00000130489,05042,10604,0
6389,SysID_0314,5p15,protein-coding,SDHA,"ID data freeze 388","succinate dehydrogenase complex, subunit A, flavoprotein (Fp)","CMD1GG, FP, PGL5, SDH1, SDH2, SDHF",600857,ENSG00000073578,02914,10680,0
84947,SysID_0515,6q25.3,protein-coding,SERAC1,"ID data freeze 650","serine active site containing 1",-,614725,ENSG00000122335,10223,21061,0
26040,SysID_0315,18q21.1,protein-coding,SETBP1,"ID data freeze 388, Autism candidate genes","SET binding protein 1","MRD29, SEB",611060,ENSG00000152217,10224,15573,0
85358,SysID_0317,22q13.3,protein-coding,SHANK3,"ID data freeze 388, Autism candidate genes","SH3 and multiple ankyrin repeat domains 3","DEL22q13.3, PROSAP2, PSAP2, SCZD15, SPANK-2",606230,ENSG00000251322,18979,14294,1
6469,SysID_0318,7q36,protein-coding,SHH,"ID data freeze 388","sonic hedgehog","HHG1, HLP3, HPE3, MCOPCB5, SMMCI, TPT, TPTPS",600725,ENSG00000164690,02838,10848,0
8036,SysID_0319,10q25,protein-coding,SHOC2,"ID data freeze 388","soc-2 suppressor of clear homolog (C. elegans)","SIAA0862, SOC2, SUR8",602775,ENSG00000108061,04144,15454,0
57477,SysID_0320,Xp11.22,protein-coding,SHROOM4,"ID data freeze 388","shroom family member 4",SHAP,300579,ENSG00000158352,17209,29215,0
64374,SysID_0321,5q31,protein-coding,SIL1,"ID data freeze 388","SIL1 nucleotide exchange factor","BAP, MSS, ULG5",608005,ENSG00000120725,12150,24624,0
6496,SysID_0322,2p21,protein-coding,SIX3,"ID data freeze 388","SIX homeobox 3",HPE2,603714,ENSG00000138083,04756,10889,0
6497,SysID_0516,1p36.33,protein-coding,SKI,"ID data freeze 650","SKI proto-oncogene","SGS, SKV",164780,ENSG00000157933,01271,10896,0
9990,SysID_0323,15q13,protein-coding,SLC12A6,"ID data freeze 388","solute carrier family 12 (potassium/chloride transporter), member 6","ACCPN, KCC3, KCC3A, KCC3B",604878,ENSG00000140199,09220,10914,0
6567,SysID_0324,Xq13.2,protein-coding,SLC16A2,"ID data freeze 388","solute carrier family 16, member 2 (thyroid hormone transporter)","AHDS, DXS128, DXS128E, MCT 7, MCT 8, MCT7, MCT8, MRX22, XPCT",300095,ENSG00000147100,02106,10923,0
26503,SysID_0325,6q13,protein-coding,SLC17A5,"ID data freeze 388","solute carrier family 17 (acidic sugar transporter), member 5","AST, ISSD, NSD, SD, SIALIN, SIASD, SLD",604322,ENSG00000119899,05058,10933,0
10166,SysID_0326,13q14,protein-coding,SLC25A15,"ID data freeze 388","solute carrier family 25 (mitochondrial carrier; ornithine transporter) member 15","D13S327, HHH, ORC1, ORNT1",603861,ENSG00000102743,04838,10985,0
79751,SysID_0327,11p15.5,protein-coding,SLC25A22,"ID data freeze 388","solute carrier family 25 (mitochondrial carrier: glutamate), member 22","EIEE3, GC1, NET44",609302,ENSG00000177542,15356,19954,1
6513,SysID_0328,1p34.2,protein-coding,SLC2A1,"ID data freeze 388","solute carrier family 2 (facilitated glucose transporter), member 1","CSE, DYT17, DYT18, DYT9, EIG12, GLUT, GLUT-1, GLUT1, GLUT1DS, HTLVR, PED",143090,ENSG00000117394,00683,11005,1
9197,SysID_0456,3q25.31,protein-coding,SLC33A1,"ID data freeze 650","solute carrier family 33 (acetyl-CoA transporter), member 1","ACATN, AT-1, AT1, CCHLND, SPG42",603690,ENSG00000169359,04734,95,0
55343,SysID_0329,11p11.2,protein-coding,SLC35C1,"ID data freeze 388","solute carrier family 35 (GDP-fucose transporter), member C1","CDG2C, FUCT1",605881,ENSG00000181830,09324,20197,0
8671,SysID_0330,4q21,protein-coding,SLC4A4,"ID data freeze 388","solute carrier family 4 (sodium bicarbonate cotransporter), member 4","HNBC1, KNBC, NBC1, NBC2, NBCe1-A, SLC4A5, hhNMC, pNBC",603345,ENSG00000080493,04516,11030,1
6535,SysID_0331,Xq28,protein-coding,SLC6A8,"ID data freeze 388","solute carrier family 6 (neurotransmitter transporter), member 8","CCDS1, CRT, CRTR, CT1, CTR5",300036,ENSG00000130821,02073,11055,0
10479,SysID_0394,Xq26.3,protein-coding,SLC9A6,"ID data freeze 650, Autism candidate genes","solute carrier family 9, subfamily A (NHE6, cation proton antiporter 6), member 6","MRSA, NHE6",300231,ENSG00000198689,02208,11079,0
4089,SysID_0452,18q21.1,protein-coding,SMAD4,"ID data freeze 650","SMAD family member 4","DPC4, JIP, MADH4, MYHRS",600993,ENSG00000141646,02995,6770,0
6595,SysID_0462,9p22.3,protein-coding,SMARCA2,"ID data freeze 650","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2","BAF190, BRM, NCBRS, SNF2, SNF2L2, SNF2LA, SWI2, Sth1p, hBRM, hSNF2a",600014,ENSG00000080503,02483,11098,0
6597,SysID_0517,19p13.2,protein-coding,SMARCA4,"ID data freeze 650","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4","BAF190, BAF190A, BRG1, MRD16, RTPS2, SNF2, SNF2L4, SNF2LB, SWI2, hSNF2b",603254,ENSG00000127616,04459,11100,0
6598,SysID_0518,22q11.23|22q11,protein-coding,SMARCB1,"ID data freeze 650","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1","BAF47, INI1, MRD15, PPP1R144, RDT, RTPS1, SNF5, SNF5L1, SWNTS1, Sfh1p, Snr1, hSNFS",601607,ENSG00000099956,03364,11103,0
8243,SysID_0332,Xp11.22-p11.21,protein-coding,SMC1A,"ID data freeze 388","structural maintenance of chromosomes 1A","CDLS2, DXS423E, SB1.8, SMC1, SMC1L1, SMC1alpha, SMCB",300040,ENSG00000072501,02077,11111,0
9126,SysID_0333,10q25,protein-coding,SMC3,"ID data freeze 388","structural maintenance of chromosomes 3","BAM, BMH, CDLS3, CSPG6, HCAP, SMC3L1",606062,ENSG00000108055,05829,2468,0
64093,SysID_0414,14q24.2,protein-coding,SMOC1,"ID data freeze 650","SPARC related modular calcium binding 1",OAS,608488,ENSG00000198732,12244,20318,0
6609,SysID_0334,11p15.4-p15.1,protein-coding,SMPD1,"ID data freeze 388","sphingomyelin phosphodiesterase 1, acid lysosomal","ASM, ASMASE, NPD",607608,ENSG00000166311,06353,11120,0
6611,SysID_0335,Xp22.1,protein-coding,SMS,"ID data freeze 388","spermine synthase","MRSR, SPMSY, SRS, SpS",300105,ENSG00000102172,02115,11123,0
9342,SysID_0336,22q11.21,protein-coding,SNAP29,"ID data freeze 388","synaptosomal-associated protein, 29kDa","CEDNIK, SNAP-29",604202,ENSG00000099940,11968,11133,0
55084,SysID_0395,6q21,protein-coding,SOBP,"ID data freeze 650","sine oculis binding protein homolog (Drosophila)","JXC1, MRAMS",613667,ENSG00000112320,07650,29256,0
6654,SysID_0337,2p21,protein-coding,SOS1,"ID data freeze 388","son of sevenless homolog 1 (Drosophila)","GF1, GGF1, GINGF, HGF, NS4",182530,ENSG00000115904,01681,11187,0
6663,SysID_0338,22q13.1,protein-coding,SOX10,"ID data freeze 388","SRY (sex determining region Y)-box 10","DOM, PCWH, WS2E, WS4, WS4C",602229,ENSG00000100146,03752,11190,0
6657,SysID_0339,3q26.3-q27,protein-coding,SOX2,"ID data freeze 388","SRY (sex determining region Y)-box 2","ANOP3, MCOPS3",184429,ENSG00000181449,08921,11195,0
6658,SysID_0340,Xq27.1,protein-coding,SOX3,"ID data freeze 388","SRY (sex determining region Y)-box 3","GHDX, MRGH, PHP, PHPX, SOXB",313430,ENSG00000134595,02432,11199,0
6660,SysID_0519,12p12.1,protein-coding,SOX5,"ID data freeze 650","SRY (sex determining region Y)-box 5","L-SOX5, L-SOX5B, L-SOX5F",604975,ENSG00000134532,18086,11201,0
161742,SysID_0341,15q14,protein-coding,SPRED1,"ID data freeze 388","sprouty-related, EVH1 domain containing 1","NFLS, PPP1R147, hSpred1, spred-1",609291,ENSG00000166068,11601,20249,0
10847,SysID_0453,16p11.2,protein-coding,SRCAP,"ID data freeze 650","Snf2-related CREBBP activator protein","DOMO1, EAF1, FLHS, SWR1",611421,ENSG00000080603,18103,16974,0
79644,SysID_0396,4q12,protein-coding,SRD5A3,"ID data freeze 650","steroid 5 alpha-reductase 3","CDG1P, CDG1Q, KRIZI, SRD5A2L, SRD5A2L1",611715,ENSG00000128039,07825,25812,0
6487,SysID_0343,1p34.1,protein-coding,ST3GAL3,"ID data freeze 388","ST3 beta-galactoside alpha-2,3-sialyltransferase 3","EIEE15, MRT12, SIAT6, ST3GALII, ST3GalIII, ST3N",606494,ENSG00000126091,05930,10866,0
6491,SysID_0344,1p32,protein-coding,STIL,"ID data freeze 388","SCL/TAL1 interrupting locus","MCPH7, SIL",181590,ENSG00000123473,01627,10879,0
64220,SysID_0345,15q24.1,protein-coding,STRA6,"ID data freeze 388","stimulated by retinoic acid 6","MCOPCB8, MCOPS9, PP14296",610745,ENSG00000137868,18122,30650,0
6812,SysID_0426,9q34.1,protein-coding,STXBP1,"ID data freeze 650","syntaxin binding protein 1","MUNC18-1, NSEC1, P67, RBSEC1, UNC18",602926,ENSG00000136854,04235,11444,1
6821,SysID_0346,12q13.2,protein-coding,SUOX,"ID data freeze 388","sulfite oxidase",-,606887,ENSG00000139531,06055,11460,0
6834,SysID_0347,9q34.2,protein-coding,SURF1,"ID data freeze 388","surfeit 1",-,185620,ENSG00000148290,01711,11474,0
6853,SysID_0348,Xp11.23,protein-coding,SYN1,"ID data freeze 388","synapsin I","SYN1a, SYN1b, SYNI",313440,ENSG00000008056,02433,11494,1
8831,SysID_0349,6p21.3,protein-coding,SYNGAP1,"ID data freeze 388, Autism candidate genes","synaptic Ras GTPase activating protein 1","MRD5, RASA1, RASA5, SYNGAP",603384,ENSG00000197283,16018,11497,1
6855,SysID_0350,Xp11.23-p11.22,protein-coding,SYP,"ID data freeze 388",synaptophysin,"MRX96, MRXSYP",313475,ENSG00000102003,02435,11506,1
6898,SysID_0351,16q22.1,protein-coding,TAT,"ID data freeze 388","tyrosine aminotransferase",-,613018,ENSG00000198650,11776,11573,0
57465,SysID_0400,16p13.3,protein-coding,TBC1D24,"ID data freeze 650","TBC1 domain family, member 24","DFNA65, DFNB86, DOORS, EIEE16, FIME, TLDC6",613577,ENSG00000162065,,29203,1
6905,SysID_0352,1q42.3,protein-coding,TBCE,"ID data freeze 388","tubulin folding cofactor E","HRD, KCS, KCS1, pac2",604934,ENSG00000116957,05381,11582,0
6925,SysID_0353,18q21.1,protein-coding,TCF4,"ID data freeze 388","transcription factor 4","E2-2, ITF-2, ITF2, PTHS, SEF-2, SEF2, SEF2-1, SEF2-1A, SEF2-1B, SEF2-1D, TCF-4, bHLHb19",602272,ENSG00000196628,03780,11634,0
26123,SysID_0520,10q24.1,protein-coding,TCTN3,"ID data freeze 650","tectonic family member 3","C10orf61, JBTS18, OFD4, TECT3",613847,ENSG00000119977,12582,24519,0
9524,SysID_0445,19p13.12,protein-coding,TECR,"ID data freeze 650","trans-2,3-enoyl-CoA reductase","GPSN2, MRT14, SC2, TER",610057,ENSG00000099797,17076,4551,0
7050,SysID_0356,18p11.3,protein-coding,TGIF1,"ID data freeze 388","TGFB-induced factor homeobox 1","HPE4, TGIF",602630,ENSG00000177426,04023,11776,0
7068,SysID_0357,3p24.2,protein-coding,THRB,"ID data freeze 388","thyroid hormone receptor, beta","C-ERBA-2, C-ERBA-BETA, ERBA2, GRTH, NR1A2, PRTH, THR1, THRB1, THRB2",190160,ENSG00000151090,07521,11799,0
1678,SysID_0358,Xq22.1,protein-coding,TIMM8A,"ID data freeze 388","translocase of inner mitochondrial membrane 8 homolog A (yeast)","DDP, DDP1, DFN1, MTS, TIM8",300356,ENSG00000126953,02287,11817,0
