"Entrez id",SysID,"Chromosome location","Gene type","Gene symbol","Gene group","Gene description","Gene synonyms","Omim id","Ensembl id","Hprd id","Hgnc id",hPSD
130162,,2p16.1,protein-coding,CLHC1,"ID candidate genes","clathrin heavy chain linker domain containing 1",C2orf63,,ENSG00000162994,08100,26453,0
56964,,15q26.1,protein-coding,WDR93,"ID candidate genes","WD repeat domain 93",-,,ENSG00000140527,14253,26924,0
8785,,20q13.12,protein-coding,MATN4,"ID candidate genes","matrilin 4",-,603897,ENSG00000124159,04873,6910,0
9871,,4q26,protein-coding,SEC24D,"ID candidate genes","SEC24 homolog D, COPII coat complex component",CLCRP2,607186,ENSG00000150961,06218,10706,0
283635,,14q13.2,protein-coding,FAM177A1,"ID candidate genes","family with sequence similarity 177, member A1",C14orf24,,ENSG00000151327,12644,19829,0
92154,,16q22.1,protein-coding,MTSS1L,"ID candidate genes","metastasis suppressor 1-like",ABBA-1,,ENSG00000132613,14289,25094,0
51133,,1q41,protein-coding,KCTD3,"ID candidate genes","potassium channel tetramerization domain containing 3",NY-REN-45,613272,ENSG00000136636,13766,21305,0
8208,,21q22.13,protein-coding,CHAF1B,"ID candidate genes","chromatin assembly factor 1, subunit B (p60)","CAF-1, CAF-IP60, CAF1, CAF1A, CAF1P60, MPHOSPH7, MPP7",601245,ENSG00000159259,03147,1911,0
93649,,17p11.2,protein-coding,MYOCD,"ID candidate genes",myocardin,MYCD,606127,ENSG00000141052,09362,16067,0
55066,,16q22.1,protein-coding,PDPR,"ID candidate genes","pyruvate dehydrogenase phosphatase regulatory subunit",PDP3,,ENSG00000090857,17832,30264,0
162461,,17q21.33,protein-coding,TMEM92,"ID candidate genes","transmembrane protein 92",-,,ENSG00000167105,08743,26579,0
64097,,5q21.3,protein-coding,EPB41L4A,"ID candidate genes","erythrocyte membrane protein band 4.1 like 4A","EPB41L4, NBL4",612141,ENSG00000129595,09939,13278,0
158293,,9q22.31,protein-coding,FAM120AOS,"ID candidate genes","family with sequence similarity 120A opposite strand",C9orf10OS,,ENSG00000188938,12931,23389,0
200403,,2q11.2,protein-coding,VWA3B,"ID candidate genes","von Willebrand factor A domain containing 3B",-,,ENSG00000168658,14510,28385,0
80153,,15q24.1,protein-coding,EDC3,"ID candidate genes","enhancer of mRNA decapping 3","LSM16, YJDC, YJEFN2",609842,ENSG00000179151,07954,26114,0
200205,,1q42.13,protein-coding,IBA57,"ID candidate genes","IBA57 homolog, iron-sulfur cluster assembly","C1orf69, MMDS3, SPG74",615316,ENSG00000181873,17318,27302,0
27247,,2p15-p13,protein-coding,NFU1,"ID candidate genes","NFU1 iron-sulfur cluster scaffold","CGI-33, HIRIP, HIRIP5, MMDS1, NIFUC, Nfu, NifU",608100,ENSG00000169599,12163,16287,0
7982,,7q31.2,protein-coding,ST7,"ID candidate genes","suppression of tumorigenicity 7","ETS7q, FAM4A, FAM4A1, HELG, RAY1, SEN4, TSG7",600833,ENSG00000004866,09015,11351,0
3752,,1p13.3,protein-coding,KCND3,"ID candidate genes","potassium channel, voltage gated Shal related subfamily D, member 3","BRGDA9, KCND3L, KCND3S, KSHIVB, KV4.3, SCA19, SCA22",605411,ENSG00000171385,16104,6239,0
145270,SysID_0760,14q32.12,protein-coding,PRIMA1,"ID candidate genes","proline rich membrane anchor 1",PRIMA,613851,ENSG00000175785,17907,18319,0
9970,SysID_0784,1q23.3,protein-coding,NR1I3,"ID candidate genes","nuclear receptor subfamily 1, group I, member 3","CAR, CAR1, MB67",603881,ENSG00000143257,04858,7969,0
79776,SysID_0785,8q21.11,protein-coding,ZFHX4,"ID candidate genes","zinc finger homeobox 4","ZFH4, ZHF4",606940,ENSG00000091656,09503,30939,0
51084,SysID_0787,13q12.11,protein-coding,CRYL1,"ID candidate genes","crystallin, lambda 1","GDH, HEL30, lambda-CRY",609877,ENSG00000165475,16762,18246,0
23245,SysID_0788,9q33.1,protein-coding,ASTN2,"ID candidate genes","astrotactin 2",bA67K19.1,612856,ENSG00000148219,12498,17021,0
10752,SysID_0789,3p26.1,protein-coding,CHL1,"ID candidate genes","cell adhesion molecule L1-like","CALL, L1CAM2",607416,ENSG00000134121,07598,1939,1
1740,SysID_0790,11q14.1,protein-coding,DLG2,"ID candidate genes","discs, large homolog 2 (Drosophila)","PPP1R58, PSD-93, PSD93, chapsyn-110",603583,ENSG00000150672,08220,2901,1
344148,SysID_0791,2q21.2,protein-coding,NCKAP5,"ID candidate genes","NCK-associated protein 5","ERIH1, ERIH2, NAP5",608789,ENSG00000176771,16936,29847,0
5289,SysID_0792,18q12.3,protein-coding,PIK3C3,"ID candidate genes","phosphatidylinositol 3-kinase, catalytic subunit type 3","VPS34, Vps34, hVps34",602609,ENSG00000078142,04009,8974,0
54212,SysID_0793,8q11.21,protein-coding,SNTG1,"ID candidate genes","syntrophin, gamma 1","G1SYN, SYN4",608714,ENSG00000147481,16373,13740,0
9833,SysID_0794,9p13.2,protein-coding,MELK,"ID candidate genes","maternal embryonic leucine zipper kinase",HPK38,607025,ENSG00000165304,06119,16870,0
55198,SysID_0796,12q24.1,protein-coding,APPL2,"ID candidate genes","adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 2",DIP13B,606231,ENSG00000136044,06945,18242,1
8019,SysID_0798,9q34,protein-coding,BRD3,"ID candidate genes","bromodomain containing 3","ORFX, RING3L",601541,ENSG00000169925,03327,1104,0
55726,SysID_0799,12p11.23,protein-coding,ASUN,"ID candidate genes","asunder spermatogenesis regulator","C12orf11, GCT1, Mat89Bb, NET48, SPATA30",615079,ENSG00000064102,07689,20174,0
11060,SysID_0800,16q22.1,protein-coding,WWP2,"ID candidate genes","WW domain containing E3 ubiquitin protein ligase 2","AIP2, WWp2-like",602308,ENSG00000198373,03812,16804,0
4804,SysID_0801,17q21-q22,protein-coding,NGFR,"ID candidate genes","nerve growth factor receptor","CD271, Gp80-LNGFR, TNFRSF16, p75(NTR), p75NTR",162010,ENSG00000064300,01197,7809,0
9945,SysID_0802,5q34-q35,protein-coding,GFPT2,"ID candidate genes","glutamine-fructose-6-phosphate transaminase 2",GFAT2,603865,ENSG00000131459,04842,4242,0
10939,SysID_0803,18p11,protein-coding,AFG3L2,"ID candidate genes","AFG3-like AAA ATPase 2","SCA28, SPAX5",604581,ENSG00000141385,05205,315,1
92129,SysID_0804,Xq22.3,protein-coding,RIPPLY1,"ID candidate genes","ripply transcriptional repressor 1",-,300575,ENSG00000147223,,25117,0
124995,SysID_0805,17q21.32,protein-coding,MRPL10,"ID candidate genes","mitochondrial ribosomal protein L10","L10MT, MRP-L10, MRP-L8, MRPL8, RPML8",611825,ENSG00000159111,14738,14055,0
81562,SysID_0806,2q11.2,protein-coding,LMAN2L,"ID candidate genes","lectin, mannose-binding 2-like",VIPL,609552,ENSG00000114988,17286,19263,0
1476,SysID_0807,21q22.3,protein-coding,CSTB,"ID candidate genes","cystatin B (stefin B)","CST6, EPM1, EPM1A, PME, STFB, ULD",601145,ENSG00000160213,03091,2482,0
8851,SysID_0808,17q11.2,protein-coding,CDK5R1,"ID candidate genes","cyclin-dependent kinase 5, regulatory subunit 1 (p35)","CDK5P35, CDK5R, NCK5A, p23, p25, p35, p35nck5a",603460,ENSG00000176749,04586,1775,0
1020,SysID_0809,7q36,protein-coding,CDK5,"ID candidate genes","cyclin-dependent kinase 5","LIS7, PSSALRE",123831,ENSG00000164885,00449,1774,1
23189,SysID_0810,9p24.3,protein-coding,KANK1,"ID candidate genes","KN motif and ankyrin repeat domains 1","ANKRD15, CPSQ2, KANK",607704,ENSG00000107104,09651,19309,0
5746,SysID_0811,2q33,protein-coding,PTH2R,"ID candidate genes","parathyroid hormone 2 receptor",PTHR2,601469,ENSG00000144407,03276,9609,0
1650,SysID_0812,1p36.1,protein-coding,DDOST,"ID candidate genes","dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit (non-catalytic)","AGER1, CDG1R, OKSWcl45, OST, OST48, WBP1",602202,ENSG00000244038,03728,2728,1
326625,SysID_0814,12q24,protein-coding,MMAB,"ID candidate genes","methylmalonic aciduria (cobalamin deficiency) cblB type","ATR, CFAP23, cblB, cob",607568,ENSG00000139428,07398,19331,0
472,SysID_0815,11q22-q23,protein-coding,ATM,"ID candidate genes","ATM serine/threonine kinase","AT1, ATA, ATC, ATD, ATDC, ATE, TEL1, TELO1",607585,ENSG00000149311,06347,795,0
144568,SysID_0823,12p13.31,protein-coding,A2ML1,"ID candidate genes","alpha-2-macroglobulin-like 1",CPAMD9,610627,ENSG00000166535,08684,23336,0
5454,SysID_0848,6q16,protein-coding,POU3F2,"ID candidate genes","POU class 3 homeobox 2","BRN2, N-Oct3, OCT7, OTF-7, OTF7, POUF3, brn-2, oct-7",600494,ENSG00000184486,02734,9215,0
6594,SysID_0849,Xq25,protein-coding,SMARCA1,"ID candidate genes","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1","ISWI, NURF140, SNF2L, SNF2L1, SNF2LB, SNF2LT, SWI, SWI2",300012,ENSG00000102038,02055,11097,0
1981,SysID_0851,3q27.1,protein-coding,EIF4G1,"ID candidate genes","eukaryotic translation initiation factor 4 gamma, 1","EIF-4G1, EIF4F, EIF4G, EIF4GI, P220, PARK18",600495,ENSG00000114867,06774,3296,1
4756,SysID_0853,15q22.3-q23,protein-coding,NEO1,"ID candidate genes","neogenin 1","IGDCC2, NGN, NTN1R2",601907,ENSG00000067141,03549,7754,1
2742,SysID_0854,Xp22.2,protein-coding,GLRA2,"ID candidate genes","glycine receptor, alpha 2",GLR,305990,ENSG00000101958,02379,4327,0
9293,SysID_0856,1q24,protein-coding,GPR52,"ID candidate genes","G protein-coupled receptor 52",-,604106,,07247,4508,0
92181,SysID_0857,5q35.1,protein-coding,UBTD2,"ID candidate genes","ubiquitin domain containing 2",DCUBP,610174,ENSG00000168246,13118,24463,0
220134,SysID_0858,18q21.1,protein-coding,SKA1,"ID candidate genes","spindle and kinetochore associated complex subunit 1",C18orf24,,ENSG00000154839,12689,28109,0
55331,SysID_0859,11q13.5,protein-coding,ACER3,"ID candidate genes","alkaline ceramidase 3","APHC, PHCA",,ENSG00000078124,17844,16066,0
79753,SysID_0860,1p34.3,protein-coding,SNIP1,"ID candidate genes","Smad nuclear interacting protein 1",PMRED,608241,ENSG00000163877,06999,30587,0
28982,SysID_0861,1q32.3,protein-coding,FLVCR1,"ID candidate genes","feline leukemia virus subgroup C cellular receptor 1","AXPC1, FLVCR, MFSD7B, PCA, PCARP",609144,ENSG00000162769,16451,24682,0
116228,SysID_0865,1q44,protein-coding,COX20,"ID candidate genes","COX20 cytochrome c oxidase assembly factor",FAM36A,614698,ENSG00000203667,13307,26970,0
1351,SysID_0867,11q12-q13,protein-coding,COX8A,"ID candidate genes","cytochrome c oxidase subunit VIIIA (ubiquitous)","COX, COX8, COX8-2, COX8L, VIII, VIII-L",123870,ENSG00000176340,00468,2294,0
51204,SysID_0868,17q23.3,protein-coding,TACO1,"ID candidate genes","translational activator of mitochondrially encoded cytochrome c oxidase I",CCDC44,612958,ENSG00000136463,17421,24316,0
28958,SysID_0869,17q21,protein-coding,COA3,"ID candidate genes","cytochrome c oxidase assembly factor 3","CCDC56, HSPC009, MITRAC12",614775,ENSG00000183978,,24990,0
4709,SysID_0870,2q31.3,protein-coding,NDUFB3,"ID candidate genes","NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 3, 12kDa","B12, CI-B12",603839,ENSG00000119013,11954,7698,0
91942,SysID_0871,5q12.1,protein-coding,NDUFAF2,"ID candidate genes","NADH dehydrogenase (ubiquinone) complex I, assembly factor 2","B17.2L, MMTN, NDUFA12L, mimitin",609653,ENSG00000164182,14288,28086,0
4715,SysID_0872,8q13.3,protein-coding,NDUFB9,"ID candidate genes","NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 9, 22kDa","B22, CI-B22, LYRM3, UQOR22",601445,ENSG00000147684,03264,7704,1
51103,SysID_0874,15q11.2-q21.3,protein-coding,NDUFAF1,"ID candidate genes","NADH dehydrogenase (ubiquinone) complex I, assembly factor 1","CGI-65, CGI65, CIA30",606934,ENSG00000137806,09500,18828,0
4729,SysID_0875,18p11.22,protein-coding,NDUFV2,"ID candidate genes","NADH dehydrogenase (ubiquinone) flavoprotein 2, 24kDa",CI-24k,600532,ENSG00000178127,02757,7717,1
4705,SysID_0876,2q37.3,protein-coding,NDUFA10,"ID candidate genes","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 10, 42kDa","CI-42KD, CI-42k",603835,ENSG00000130414,11950,7684,1
4704,SysID_0877,12p13.3,protein-coding,NDUFA9,"ID candidate genes","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 9, 39kDa","CC6, CI-39k, CI39k, NDUFS2L, SDR22E1",603834,,04832,7693,1
79600,SysID_0878,12q24.11,protein-coding,TCTN1,"ID candidate genes","tectonic family member 1","JBTS13, TECT1",609863,ENSG00000204852,08636,26113,0
51524,SysID_0879,11q12.2,protein-coding,TMEM138,"ID candidate genes","transmembrane protein 138",HSPC196,614459,ENSG00000149483,13713,26944,0
11023,SysID_0881,10q26.1,protein-coding,VAX1,"ID candidate genes","ventral anterior homeobox 1",MCOPS11,604294,ENSG00000148704,16052,12660,0
652,SysID_0882,14q22-q23,protein-coding,BMP4,"ID candidate genes","bone morphogenetic protein 4","BMP2B, BMP2B1, MCOPS6, OFC11, ZYME",112262,ENSG00000125378,00207,1071,0
51057,SysID_0884,2p15,protein-coding,WDPCP,"ID candidate genes","WD repeat containing planar cell polarity effector","BBS15, C2orf86, CHDTHP, FRITZ, FRTZ",613580,ENSG00000143951,14228,28027,0
11020,SysID_0885,22q13.1,protein-coding,IFT27,"ID candidate genes","intraflagellar transport 27","BBS19, RABL4, RAYL",615870,ENSG00000100360,,18626,0
57082,SysID_0889,15q14,protein-coding,CASC5,"ID candidate genes","cancer susceptibility candidate 5","AF15Q14, CT29, D40, KNL1, PPP1R55, Spc7, hKNL-1, hSpc105",609173,ENSG00000137812,10634,24054,0
1763,SysID_0891,10q21.3-q22.1,protein-coding,DNA2,"ID candidate genes","DNA replication helicase/nuclease 2","DNA2L, hDNA2",601810,ENSG00000138346,,2939,0
51199,SysID_0892,14q22.1,protein-coding,NIN,"ID candidate genes","ninein (GSK3B interacting protein)",SCKL7,608684,ENSG00000100503,09785,14906,0
11041,SysID_0893,11q13.2,protein-coding,B4GAT1,"ID candidate genes","beta-1,4-glucuronyltransferase 1","B3GN-T1, B3GNT1, B3GNT6, BETA3GNTI, MDDGA13, iGAT, iGNT",605517,ENSG00000174684,09270,15685,0
54344,SysID_0896,1q22,protein-coding,DPM3,"ID candidate genes","dolichyl-phosphate mannosyltransferase polypeptide 3",CDG1O,605951,ENSG00000179085,16179,3007,0
5236,SysID_0897,1p31,protein-coding,PGM1,"ID candidate genes","phosphoglucomutase 1","CDG1T, GSD14",171900,ENSG00000079739,01389,8905,0
25839,SysID_0898,16q22.1,protein-coding,COG4,"ID candidate genes","component of oligomeric golgi complex 4","CDG2J, COD1",606976,ENSG00000103051,08444,18620,0
55780,SysID_0961,6q27,protein-coding,ERMARD,"ID candidate genes","ER membrane-associated RNA degradation","C6orf70, PVNH6, dJ266L20.3",615532,ENSG00000130023,18697,21056,0
8997,SysID_0962,3q21.2,protein-coding,KALRN,"ID candidate genes","kalirin, RhoGEF kinase","ARHGEF24, CHD5, CHDS5, DUET, DUO, HAPIP, TRAD",604605,ENSG00000160145,12169,4814,1
3363,SysID_0963,10q21-q24,protein-coding,HTR7,"ID candidate genes","5-hydroxytryptamine (serotonin) receptor 7, adenylate cyclase-coupled",5-HT7,182137,ENSG00000148680,01639,5302,0
11177,SysID_0964,14q13.2,protein-coding,BAZ1A,"ID candidate genes","bromodomain adjacent to zinc finger domain, 1A","ACF1, WALp1, WCRF180, hACF1",605680,ENSG00000198604,,960,0
53616,SysID_0966,7q21,protein-coding,ADAM22,"ID candidate genes","ADAM metallopeptidase domain 22","ADAM 22, MDC2",603709,ENSG00000008277,04751,201,1
54931,SysID_0968,3q12.3,protein-coding,TRMT10C,"ID candidate genes","tRNA methyltransferase 10 homolog C (S. cerevisiae)","HNYA, MRPP1, RG9MTD1",615423,ENSG00000174173,15240,26022,0
8318,SysID_0969,22q11.21,protein-coding,CDC45,"ID candidate genes","cell division cycle 45","CDC45L, CDC45L2, PORC-PI-1",603465,ENSG00000093009,09145,1739,0
10846,SysID_0971,6q26,protein-coding,PDE10A,"ID candidate genes","phosphodiesterase 10A",HSPDE10A,610652,ENSG00000112541,17828,8772,0
79705,SysID_0972,15q26.3,protein-coding,LRRK1,"ID candidate genes","leucine-rich repeat kinase 1","RIPK6, Roco1",610986,ENSG00000154237,14319,18608,0
79042,SysID_0975,19q13.4,protein-coding,TSEN34,"ID candidate genes","TSEN34 tRNA splicing endonuclease subunit","LENG5, PCH2C, SEN34, SEN34L",608754,ENSG00000170892,10038,15506,0
221785,SysID_0977,7q22.1,protein-coding,ZSCAN25,"ID candidate genes","zinc finger and SCAN domain containing 25",ZNF498,,ENSG00000197037,15807,21961,0
10540,SysID_0978,12q13.3,protein-coding,DCTN2,"ID candidate genes","dynactin 2 (p50)","DCTN50, DYNAMITIN, HEL-S-77, RBP50",607376,ENSG00000175203,09568,2712,1
147968,SysID_0980,19q13.2,protein-coding,CAPN12,"ID candidate genes","calpain 12",-,608839,ENSG00000182472,07007,13249,0
11138,SysID_0981,2q11.2,protein-coding,TBC1D8,"ID candidate genes","TBC1 domain family, member 8 (with GRAM domain)","AD3, HBLP1, TBC1D8A, VRP",,ENSG00000204634,06752,17791,0
118490,SysID_0982,10q22.2,protein-coding,MSS51,"ID candidate genes","MSS51 mitochondrial translational activator",ZMYND17,614773,ENSG00000166343,15742,21000,0
161357,SysID_0983,14q21.3,protein-coding,MDGA2,"ID candidate genes","MAM domain containing glycosylphosphatidylinositol anchor 2","MAMDC1, c14_5286",611128,ENSG00000139915,14352,19835,0
2331,SysID_0984,1q32,protein-coding,FMOD,"ID candidate genes",fibromodulin,"FM, SLRR2E",600245,ENSG00000122176,02591,3774,0
25770,SysID_0985,22q12.1,protein-coding,C22orf31,"ID candidate genes","chromosome 22 open reading frame 31","HS747E2A, bK747E2.1",,ENSG00000100249,11031,26931,0
346525,SysID_0987,7q35,protein-coding,OR2A12,"ID candidate genes","olfactory receptor, family 2, subfamily A, member 12","OR2A12P, OR2A16P",,ENSG00000221858,14929,15082,0
65985,SysID_0988,12q24.31,protein-coding,AACS,"ID candidate genes","acetoacetyl-CoA synthetase","ACSF1, SUR-5",614364,ENSG00000081760,12391,21298,0
199720,SysID_0989,19q13.2,protein-coding,GGN,"ID candidate genes",gametogenetin,-,609966,ENSG00000179168,17036,18869,0
1955,SysID_0990,9q32-q33.3,protein-coding,MEGF9,"ID candidate genes","multiple EGF-like-domains 9",EGFL5,604268,ENSG00000106780,,3234,0
58189,SysID_0991,16q24.3,protein-coding,WFDC1,"ID candidate genes","WAP four-disulfide core domain 1",PS20,605322,ENSG00000103175,05614,15466,0
64863,SysID_0992,18p11.32,protein-coding,METTL4,"ID candidate genes","methyltransferase like 4",HsT661,,ENSG00000101574,14390,24726,0
118424,SysID_0993,1p36.33,protein-coding,UBE2J2,"ID candidate genes","ubiquitin-conjugating enzyme E2, J2","NCUBE-2, NCUBE2, PRO2121",,ENSG00000160087,15600,19268,0
84065,SysID_0995,1p36.11,protein-coding,TMEM222,"ID candidate genes","transmembrane protein 222",C1orf160,,ENSG00000186501,13167,25363,0
9870,SysID_0997,14q24.3,protein-coding,AREL1,"ID candidate genes","apoptosis resistant E3 ubiquitin protein ligase 1",KIAA0317,615380,ENSG00000119682,13794,20363,0
23157,SysID_0998,Xq24,protein-coding,SEPT6,"ID candidate genes","septin 6","SEP2, SEPT2",300683,ENSG00000125354,06716,15848,1
53905,SysID_0999,15q15.3,protein-coding,DUOX1,"ID candidate genes","dual oxidase 1","LNOX1, NOXEF1, THOX1",606758,ENSG00000137857,08421,3062,0
56301,SysID_1000,19q13.1,protein-coding,SLC7A10,"ID candidate genes","solute carrier family 7 (neutral amino acid transporter light chain, asc system), member 10","ASC1, HASC-1, asc-1",607959,ENSG00000130876,12137,11058,0
80213,SysID_1001,15q26.3,protein-coding,TM2D3,"ID candidate genes","TM2 domain containing 3",BLP2,610014,ENSG00000184277,16554,24128,0
5995,,10q23,protein-coding,RGR,"ID candidate genes","retinal G protein coupled receptor",RP44,600342,ENSG00000148604,02642,9990,0
5577,,7q22,protein-coding,PRKAR2B,"ID candidate genes","protein kinase, cAMP-dependent, regulatory, type II, beta","PRKAR2, RII-BETA",176912,ENSG00000005249,01486,9392,1
10020,,9p13.3,protein-coding,GNE,"ID candidate genes","glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase","DMRV, GLCNE, IBM2, NM, Uae1",603824,ENSG00000159921,04825,23657,0
1374,,11q13.2,protein-coding,CPT1A,"ID candidate genes","carnitine palmitoyltransferase 1A (liver)","CPT1, CPT1-L, L-CPT1",600528,ENSG00000110090,02755,2328,1
27012,,8q23.2,protein-coding,KCNV1,"ID candidate genes","potassium channel, voltage gated modifier subfamily V, member 1","HNKA, KCNB3, KV2.3, KV8.1",608164,ENSG00000164794,16293,18861,0
117143,,1q24.1,protein-coding,TADA1,"ID candidate genes","transcriptional adaptor 1","ADA1, HFI1, STAF42, TADA1L, hADA1",612763,ENSG00000152382,18114,30631,0
9147,,14q22,protein-coding,NEMF,"ID candidate genes","nuclear export mediator factor","NY-CO-1, SDCCAG1",608378,,08494,10663,0
144132,,11p15.4,protein-coding,DNHD1,"ID candidate genes","dynein heavy chain domain 1","C11orf47, CCDC35, DHCD1, DNHD1L",,ENSG00000179532,08137,26532,0
9205,,13q12,protein-coding,ZMYM5,"ID candidate genes","zinc finger, MYM-type 5","HSPC050, MYM, ZNF198L1, ZNF237",616443,ENSG00000132950,,13029,0
11118,,6p22.1,protein-coding,BTN3A2,"ID candidate genes","butyrophilin, subfamily 3, member A2","BT3.2, BTF4, BTN3.2, CD277",613594,ENSG00000186470,12547,1139,0
84109,,4q27,protein-coding,QRFPR,"ID candidate genes","pyroglutamylated RFamide peptide receptor","AQ27, GPR103, SP9155",606925,,09494,15565,0
10769,,5q12.1-q13.2,protein-coding,PLK2,"ID candidate genes","polo-like kinase 2","SNK, hPlk2, hSNK",607023,ENSG00000145632,06118,19699,0
196500,,12p13.31,protein-coding,PIANP,"ID candidate genes","PILR alpha associated neural protein","C12orf53, LEDA1, PANP, leda-1",616065,ENSG00000139200,13205,25338,0
147011,,17q11.2,protein-coding,PROCA1,"ID candidate genes","protein interacting with cyclin A1",-,,ENSG00000167525,07131,28600,0
84144,,1p22.3,protein-coding,SYDE2,"ID candidate genes","synapse defective 1, Rho GTPase, homolog 2 (C. elegans)",-,,ENSG00000097096,,25841,0
27296,,20q13.12,protein-coding,TP53TG5,"ID candidate genes","TP53 target 5","C20orf10, CLG01",,,12733,15856,0
23516,,8p21.3,protein-coding,SLC39A14,"ID candidate genes","solute carrier family 39 (zinc transporter), member 14","LZT-Hs4, NET34, ZIP14, cig19",608736,ENSG00000104635,12288,20858,0
474,,4q22,protein-coding,ATOH1,"ID candidate genes","atonal bHLH transcription factor 1","ATH1, HATH1, MATH-1, bHLHa14",601461,,03270,797,0
9354,,11q23.3,protein-coding,UBE4A,"ID candidate genes","ubiquitination factor E4A","E4, UBOX2, UFD2",603753,ENSG00000110344,06793,12499,1
8394,,1q21.3,protein-coding,PIP5K1A,"ID candidate genes","phosphatidylinositol-4-phosphate 5-kinase, type I, alpha",-,603275,ENSG00000143398,,8994,0
79861,,10p15.1,protein-coding,TUBAL3,"ID candidate genes","tubulin, alpha-like 3",-,,ENSG00000178462,08640,23534,0
23053,,10q22.2,protein-coding,ZSWIM8,"ID candidate genes","zinc finger, SWIM-type containing 8",KIAA0913,,ENSG00000214655,17316,23528,0
11338,,19q13.42,protein-coding,U2AF2,"ID candidate genes","U2 small nuclear RNA auxiliary factor 2",U2AF65,191318,ENSG00000063244,01872,23156,0
64759,,7p12.3,protein-coding,TNS3,"ID candidate genes","tensin 3","TEM6, TENS1",606825,ENSG00000136205,,21616,0
57451,,5q34,protein-coding,TENM2,"ID candidate genes","teneurin transmembrane protein 2","ODZ2, TEN-M2, TNM2",610119,ENSG00000145934,,29943,0
83849,,10q11.1,protein-coding,SYT15,"ID candidate genes","synaptotagmin XV","CHR10SYT, sytXV",608081,,12161,17167,0
79987,,9q32,protein-coding,SVEP1,"ID candidate genes","sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1","C9orf13, CCP22, POLYDOM, SEL-OB, SELOB",611691,ENSG00000165124,,15985,0
7536,,11q13,protein-coding,SF1,"ID candidate genes","splicing factor 1","BBP, D11S636, MBBP, ZCCHC25, ZFM1, ZNF162",601516,ENSG00000168066,03306,12950,0
23369,,2p24.1,protein-coding,PUM2,"ID candidate genes","pumilio RNA-binding family member 2","PUMH2, PUML2",607205,ENSG00000055917,09527,14958,0
9659,,1q12,protein-coding,PDE4DIP,"ID candidate genes","phosphodiesterase 4D interacting protein","CMYA2, MMGL",608117,ENSG00000178104,10482,15580,0
84033,,1q42.13,protein-coding,OBSCN,"ID candidate genes","obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF","ARHGEF30, UNC89",608616,ENSG00000154358,10551,15719,0
8735,,17p13,protein-coding,MYH13,"ID candidate genes","myosin, heavy chain 13, skeletal muscle","MyHC-IIL, MyHC-eo",603487,ENSG00000006788,04599,7571,0
4584,,7q22,protein-coding,MUC3A,"ID candidate genes","mucin 3A, cell surface associated","MUC-3A, MUC3",158371,ENSG00000169894,,7513,0
389690,,8q24.3,protein-coding,MROH5,"ID candidate genes","maestro heat-like repeat family member 5",-,,ENSG00000226807,13480,42976,0
9448,,2q11.2-q12,protein-coding,MAP4K4,"ID candidate genes","mitogen-activated protein kinase kinase kinase kinase 4","FLH21957, HEL-S-31, HGK, MEKKK4, NIK",604666,ENSG00000071054,05235,6866,0
4133,,2q34-q35,protein-coding,MAP2,"ID candidate genes","microtubule-associated protein 2","MAP2A, MAP2B, MAP2C",157130,ENSG00000078018,01140,6839,1
53353,,2q21.2,protein-coding,LRP1B,"ID candidate genes","low density lipoprotein receptor-related protein 1B","LRP-DIT, LRPDIT",608766,ENSG00000168702,16383,6693,0
3911,,20q13.2-q13.3,protein-coding,LAMA5,"ID candidate genes","laminin, alpha 5",-,601033,ENSG00000130702,03020,6485,0
26153,,14q32.33,protein-coding,KIF26A,"ID candidate genes","kinesin family member 26A",-,613231,ENSG00000066735,,20226,0
256158,,9q34.11,protein-coding,HMCN2,"ID candidate genes","hemicentin 2",-,,ENSG00000148357,,21293,0
154664,,7p12.3,protein-coding,ABCA13,"ID candidate genes","ATP-binding cassette, sub-family A (ABC1), member 13",-,607807,ENSG00000179869,07422,14638,0
689,,5q13.2,protein-coding,BTF3,"ID candidate genes","basic transcription factor 3","BETA-NAC, BTF3a, BTF3b, NACB",602542,ENSG00000145741,03966,1125,0
81669,,1p36.33,protein-coding,CCNL2,"ID candidate genes","cyclin L2","ANIA-6B, CCNM, CCNS, HCLA-ISO, HLA-ISO, PCEE, SB138",613482,ENSG00000221978,10815,20570,0
22994,,17q25.3,protein-coding,CEP131,"ID candidate genes","centrosomal protein 131kDa","AZ1, AZI1, ZA1",613479,ENSG00000141577,16532,29511,0
64793,,1p36.11,protein-coding,CEP85,"ID candidate genes","centrosomal protein 85kDa",CCDC21,,ENSG00000130695,07844,25309,0
26038,,1p36.31,protein-coding,CHD5,"ID candidate genes","chromodomain helicase DNA binding protein 5",CHD-5,610771,ENSG00000116254,10828,16816,0
